iter	Logloss
565	0.2850760107
566	0.284976281
567	0.2849231367
568	0.2848502573
569	0.2848019736
570	0.2846958607
571	0.2846004353
572	0.2845535864
573	0.2844807362
574	0.2843185803
575	0.2842762992
576	0.2841472889
577	0.2840446311
578	0.2839540077
579	0.2838092152
580	0.2837179768
581	0.2836376602
582	0.2835900792
583	0.2835389846
584	0.28347934
585	0.2834402797
586	0.2833150173
587	0.2832383608
588	0.283160855
589	0.2830911672
590	0.2830056679
591	0.28292011
592	0.2828524133
593	0.2827287614
594	0.2826052851
595	0.2825257005
596	0.2824647968
597	0.282348465
598	0.2822753514
599	0.2821871875
600	0.2821262546
601	0.2820117675
602	0.2819449199
603	0.2818058371
604	0.2817435866
605	0.2816671642
606	0.2816252344
607	0.2815510081
608	0.2814988008
609	0.2814583936
610	0.2813346538
611	0.2812756827
612	0.281231879
613	0.2811372148
614	0.2810757841
615	0.2809905483
616	0.2809175811
617	0.2808181735
618	0.280775541
619	0.2807052383
620	0.2806340864
621	0.2805665068
622	0.2804336315
623	0.2803567992
624	0.2802233676
625	0.2801584232
626	0.2801089976
627	0.2800444339
628	0.2799752731
629	0.2798959813
630	0.2798138785
631	0.2797558444
632	0.2796952921
633	0.279633188
634	0.2795642322
635	0.2795042948
636	0.2794682504
637	0.2793954881
638	0.2793073243
639	0.279219951
640	0.2791829403
641	0.2791278343
642	0.2790159238
643	0.2789492227
644	0.2788953171
645	0.2788318075
646	0.2787925715
647	0.2786999277
648	0.2786135792
649	0.2785555744
650	0.2784649217
651	0.2783429387
652	0.2782765889
653	0.2781552501
654	0.2780307198
655	0.2779358214
656	0.2778496779
657	0.2777701518
658	0.2776964818
659	0.2775630209
660	0.2774662193
661	0.2773497411
662	0.2772459707
663	0.277159183
664	0.2770538314
665	0.2769407205
666	0.2768134963
667	0.2767133567
668	0.276627506
669	0.2765675394
670	0.2764999012
671	0.2764360695
672	0.2763617554
673	0.276295874
674	0.2762433447
675	0.2761599243
676	0.2761244947
677	0.276087162
678	0.2760257606
679	0.2759643006
680	0.2758970138
681	0.2758426105
682	0.2757446084
683	0.2756775265
684	0.2756216884
685	0.2755646791
686	0.2754784478
687	0.2754292857
688	0.2753963157
689	0.2752798083
690	0.2752328715
691	0.2751553365
692	0.2751039197
693	0.2749867681
694	0.2748706706
695	0.2747891827
696	0.2747110328
697	0.2746503048
698	0.2745644541
699	0.2745335338
700	0.2744692922
701	0.2743562691
702	0.2742861128
703	0.2742372435
704	0.2741591522
705	0.2740882639
706	0.2739854597
707	0.2739314078
708	0.273883534
709	0.2738214299
710	0.2737587987
711	0.2736586298
712	0.2735975505
713	0.2734715268
714	0.2734100961
715	0.2733790001
716	0.2732981564
717	0.2732372235
718	0.273186041
719	0.2731228535
720	0.2730101232
721	0.2729361019
722	0.2728737635
723	0.2727625851
724	0.2726765295
725	0.2726110873
726	0.2725199954
727	0.2724174841
728	0.2723099072
729	0.2722545669
730	0.2721846155
731	0.2721380008
732	0.2720929673
733	0.2720436002
734	0.2719955508
735	0.2718899357
736	0.2717879221
737	0.2717306785
738	0.271674694
739	0.271574203
740	0.2715148806
741	0.2714391317
742	0.2713727526
743	0.2713211602
744	0.2712138468
745	0.2711755185
746	0.271084046
747	0.2710028802
748	0.2709495309
749	0.2709251695
750	0.270789249
751	0.2707105427
752	0.2706407964
753	0.2705267192
754	0.2704726672
755	0.2703969476
756	0.2703604054
757	0.2703081103
758	0.2702362264
759	0.2702096689
760	0.2701512249
761	0.2700948305
762	0.2700069594
763	0.2699324989
764	0.2698682573
765	0.2698076757
766	0.2697530674
767	0.2696884744
768	0.2695452338
769	0.2694890736
770	0.2694385646
771	0.2693587164
772	0.2692616805
773	0.269123564
774	0.2689925626
775	0.2689173408
776	0.268869467
777	0.2687590206
778	0.2686548988
779	0.268531774
780	0.2684639015
781	0.2683620051
782	0.2682808978
783	0.2681744336
784	0.2680704875
785	0.2679902294
786	0.2678851414
787	0.2678525228
788	0.2677612845
789	0.2676752288
790	0.267535619
791	0.2674850807
792	0.2674238842
793	0.2673798169
794	0.2673233347
795	0.2672889007
796	0.2672136203
797	0.2671237582
798	0.2670208662
799	0.2669512662
800	0.2669098634
801	0.2668678165
802	0.2668367205
803	0.266791687
804	0.2667047236
805	0.2666569084
806	0.2665744543
807	0.2665018384
808	0.2664784432
809	0.2664017866
810	0.2663210308
811	0.2662033228
812	0.2661479825
813	0.266075308
814	0.2659732359
815	0.2659339121
816	0.2659115124
817	0.2658261009
818	0.2657284502
819	0.2656303602
820	0.2655953406
821	0.2655313039
822	0.2654258645
823	0.2653926018
824	0.2653191953
825	0.2652679836
826	0.2651801418
827	0.2650879665
828	0.2649911063
829	0.2648994581
830	0.2647949556
831	0.264724243
832	0.2646316285
833	0.2646000347
834	0.2645350318
835	0.2644258152
836	0.2643333471
837	0.2643027489
838	0.2641666527
839	0.2640955302
840	0.2640186979
841	0.2639854059
842	0.2638979447
843	0.2638245676
844	0.2637049856
845	0.2636178466
846	0.2635417756
847	0.2634997287
848	0.2634104814
849	0.2633775115
850	0.2633110446
851	0.2632124568
852	0.2631510847
853	0.263112815
854	0.2630621595
855	0.2630110942
856	0.2629641281
857	0.2628785702
858	0.2628158219
859	0.2627483887
860	0.2626764756
861	0.2626445012
862	0.2626232435
863	0.2625477581
864	0.2624670608
865	0.2624281176
866	0.2623606844
867	0.2623056076
868	0.2622498574
869	0.2621956297
870	0.2621159865
871	0.2620574839
872	0.262006155
873	0.2619578713
874	0.2619033801
875	0.2617789083
876	0.2616948731
877	0.2615811472
878	0.2614991323
879	0.2614316991
880	0.2613348096
881	0.2612599392
882	0.2612014951
883	0.2611032294
884	0.2610785752
885	0.2610117569
886	0.2609715839
887	0.2609240322
888	0.2608744894
889	0.2607978329
890	0.2607208249
891	0.2606415916
892	0.2605984906
893	0.2605458441
894	0.2604894497
895	0.2603785934
896	0.2603541733
897	0.260293504
898	0.2601961753
899	0.2601409228
900	0.26009586
901	0.2600545158
902	0.2600248838
903	0.2599643023
904	0.2599329428
905	0.2598111355
906	0.259734596
907	0.2596672507
908	0.2596207531
909	0.2595518266
910	0.2595250641
911	0.2594468557
912	0.2593231452
913	0.2592543651
914	0.2591937542
915	0.2591389117
916	0.2591109487
917	0.259067877
918	0.2589725394
919	0.2588488874
920	0.2587613678
921	0.2587042706
922	0.2586545229
923	0.2586034282
924	0.2585277965
925	0.2584739495
926	0.2584030319
927	0.2583281321
928	0.2582714742
929	0.2581950811
930	0.258094678
931	0.2580373173
932	0.2579763551
933	0.2579076628
934	0.2578800805
935	0.2578147262
936	0.2577724158
937	0.2577014689
938	0.2576375787
939	0.2576092936
940	0.2575735127
941	0.2575008969
942	0.2574142556
943	0.2573792653
944	0.2573276436
945	0.2572884662
946	0.2572256593
947	0.2571767607
948	0.2570783194
949	0.2570201974
950	0.2569703326
951	0.2568953157
952	0.2568231683
953	0.2567760558
954	0.2566844661
955	0.2566422142
956	0.2565982348
957	0.2565076699
958	0.25645842
959	0.256420853
960	0.2563592466
961	0.2562997777
962	0.2561936942
963	0.2560876984
964	0.2559992417
965	0.2559548231
966	0.2558896445
967	0.2558181706
968	0.2557505031
969	0.2556940209
970	0.2556011136
971	0.2555342952
972	0.2554687067
973	0.2553875409
974	0.2553465481
975	0.2553020416
976	0.2552474626
977	0.2551907753
978	0.2551012939
979	0.2549899398
980	0.2549343359
981	0.2548853202
982	0.2548306534
983	0.2547889871
984	0.2547363406
985	0.2546749685
986	0.2546188376
987	0.2545464852
988	0.2544658172
989	0.2543914152
990	0.2543169839
991	0.2542634883
992	0.254190931
993	0.2541573462
994	0.2541185201
995	0.2540636483
996	0.2540396675
997	0.2540224505
998	0.2539436564
999	0.2538751105
